# SOURCE: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
#
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
#
# YYYYMMDD = Date (YYYY=year MM=month DD=day);
# FXX      = Strongest wind gust (in 0.1 m/s);
# TG       = Average temperature (in 0.1 degrees Celsius);
# TN       = Minimum temperature (in 0.1 degrees Celsius);
# TNH      = Hour in which TN is measured;
# TX       = Maximum temperature (in 0.1 degrees Celsius);
# TXH      = Hour in which TX is measured;
# SQ       = Duration of Sunshine (in 0.1 hours);
# DR       = Duration of precipitation (in 0.1 hours);
#
# STN,YYYYMMDD,  FXX,   TG,   TN,  TNH,   TX,  TXH,   SQ,   DR
#
  380,20180713,   60,  205,  131,    4,  271,   15,  121,    0
  380,20180714,   70,  210,  136,    4,  276,   15,  145,    0
  380,20180715,   90,  225,  134,    4,  294,   16,  150,    0
  380,20180716,   80,  236,  147,    4,  302,   15,  140,    0
  380,20180717,  100,  218,  145,   24,  280,   13,  116,    0
  380,20180718,   80,  205,  116,    5,  272,   15,  133,    0
  380,20180719,   70,  214,  132,    5,  284,   15,  126,    0
  380,20180720,   70,  217,  135,    4,  287,   14,   83,    0
  380,20180721,   80,  223,  160,    4,  292,   14,   78,    0
  380,20180722,   70,  216,  139,    4,  282,   17,   89,    0
  380,20180723,   60,  235,  167,    2,  295,   15,   47,    0
  380,20180724,   90,  261,  170,    5,  327,   15,  116,    0
  380,20180725,   80,  268,  196,    5,  341,   15,   79,    0
  380,20180726,   90,  280,  194,    5,  367,   14,  102,    0
  380,20180727,  100,  298,  232,    4,  363,   16,  128,    0
  380,20180728,  120,  226,  169,   24,  281,   15,   75,    6
  380,20180729,  120,  237,  167,    1,  304,   16,   51,    0
  380,20180730,  100,  258,  192,    5,  327,   15,  107,    0
  380,20180731,  120,  242,  185,    3,  297,   13,  114,    0
  380,20180801,   80,  236,  162,    5,  300,   17,   72,    0
  380,20180802,   70,  247,  160,    5,  322,   15,  122,    0
  380,20180803,   80,  267,  176,    4,  343,   15,  139,    0
  380,20180804,  110,  251,  189,    4,  326,   15,  108,    0
  380,20180805,   80,  220,  174,    4,  281,   15,  101,    0
  380,20180806,   70,  257,  156,    4,  340,   16,  139,    0
  380,20180807,  100,  276,  164,    3,  358,   16,  119,    0
  380,20180808,  140,  208,  155,   24,  247,    1,   59,   25
  380,20180809,  220,  185,  143,   24,  238,   15,   29,   18
  380,20180810,  130,  182,  127,    4,  234,   16,  112,    0
  380,20180811,  110,  171,  121,    3,  225,   14,  128,   10
  380,20180812,   90,  209,  122,    1,  281,   16,  110,    0
  380,20180813,  120,  181,  164,   24,  221,   13,   43,   50
  380,20180814,  100,  182,  154,   23,  220,   12,   11,    7
  380,20180815,   90,  183,  145,    4,  230,   13,   27,    0
  380,20180816,   80,  202,  131,    4,  271,   15,   89,    0
  380,20180817,   80,  180,  140,   24,  231,   16,   53,   31
  380,20180818,   80,  178,  112,    5,  237,   16,  124,    0
  380,20180819,  110,  198,  139,    4,  253,   15,   95,    0
  380,20180820,   70,  202,  181,    3,  232,   14,    0,    0
  380,20180821,   60,  215,  180,   24,  266,   16,   73,    0
  380,20180822,   70,  210,  159,    4,  272,   15,  110,    0
  380,20180823,  100,  194,  144,    4,  234,   14,  101,    4
  380,20180824,  110,  165,  141,   22,  202,   14,   34,    1
  380,20180825,  110,  130,   88,   23,  176,   13,   61,   23
  380,20180826,  110,  147,   79,    4,  201,   14,   72,   23
  380,20180827,  130,  169,  132,    2,  213,   12,   22,   21
  380,20180828,   60,  173,  124,    6,  232,   15,   69,    0
  380,20180829,  100,  179,  126,    1,  230,   10,   32,   15
  380,20180830,   80,  159,  117,   23,  201,   15,   77,    0
  380,20180831,   80,  145,   98,    5,  197,   13,   85,    0
  380,20180901,   80,  143,   74,    6,  215,   13,  121,    0
  380,20180902,  100,  172,   78,    6,  245,   14,  118,    0
  380,20180903,   60,  183,  149,    2,  209,   14,    5,    0
  380,20180904,   70,  206,  173,    5,  259,   17,   63,    0
  380,20180905,   70,  200,  159,    3,  263,   14,   45,   43
  380,20180906,   80,  170,  140,   23,  213,   14,   22,    5
  380,20180907,   90,  141,   91,   24,  192,   14,   62,   11
  380,20180908,  110,  145,   88,    5,  201,   13,   65,    0
  380,20180909,   90,  185,  131,    3,  252,   15,   58,    0
  380,20180910,   80,  181,  138,    3,  231,   13,   51,    0
  380,20180911,  130,  202,  145,    6,  268,   16,  111,    0
  380,20180912,   90,  167,  139,   24,  231,   12,   58,    8
  380,20180913,   70,  143,  103,   24,  184,   16,   20,   21
  380,20180914,   80,  142,   68,    6,  206,   14,  109,    0
  380,20180915,   80,  149,  101,    6,  210,   13,   87,    0
  380,20180916,   80,  166,   91,    6,  236,   14,   89,    0
  380,20180917,   80,  187,  101,    4,  269,   16,  113,    0
  380,20180918,  130,  227,  148,   24,  300,   13,  115,    0
  380,20180919,  140,  206,  139,    2,  274,   15,  108,    0
  380,20180920,  120,  204,  152,    4,  258,   14,   91,    0
  380,20180921,  180,  159,  114,   24,  207,    6,   38,   17
  380,20180922,  100,  116,  100,    6,  159,   10,   17,  107
  380,20180923,  130,  104,   79,   24,  125,   10,    0,  131
  380,20180924,   90,   91,   49,   24,  150,   13,   55,    8
  380,20180925,   60,   91,   32,    5,  150,   15,   99,    0
  380,20180926,   50,  114,   38,    6,  192,   14,   90,    0
  380,20180927,   80,  143,   56,    5,  229,   15,  110,    0
  380,20180928,  100,  103,   47,   24,  144,   16,    9,   15
  380,20180929,   90,   86,   22,    6,  153,   14,  108,    0
  380,20180930,   60,  102,   25,    5,  170,   14,   95,    0
  380,20181001,  140,   95,   55,   23,  135,   11,   56,   14
  380,20181002,  130,  109,   67,    1,  143,   16,   12,   38
  380,20181003,   80,  120,   72,   23,  165,   15,   72,    0
  380,20181004,   80,  125,   88,   24,  179,   15,   44,    0
  380,20181005,   90,  146,   67,    5,  229,   15,  105,    0
  380,20181006,  110,  172,  104,    7,  247,   14,  101,    6
  380,20181007,  120,  113,   60,   24,  152,   15,   58,   10
  380,20181008,   60,   97,   34,    6,  168,   15,   99,    0
  380,20181009,   60,  130,   55,    5,  204,   15,   80,    0
  380,20181010,  100,  159,   86,    6,  228,   13,  101,    0
  380,20181011,  100,  186,  121,    3,  245,   15,   57,    0
  380,20181012,  120,  199,  145,    6,  249,   14,   70,    0
  380,20181013,  110,  209,  162,   22,  273,   13,   98,    0
  380,20181014,  160,  201,  163,    7,  257,   15,   77,    0
  380,20181015,   80,  186,  117,   24,  246,   14,   77,    0
  380,20181016,  100,  170,   90,    7,  251,   12,   74,    0
  380,20181017,   70,  150,  105,    7,  209,   14,   74,    0
  380,20181018,   90,  135,  108,   24,  182,   14,   40,    0
  380,20181019,   70,  123,   79,   24,  166,   15,   58,    0
  380,20181020,   50,   82,   33,    7,  141,   15,   70,    0
  380,20181021,   70,   98,   31,    6,  172,   15,   93,    0
  380,20181022,  120,   99,   34,   24,  150,   14,   27,   20
  380,20181023,  120,  100,   33,    1,  141,   14,   31,    0
  380,20181024,   90,  133,  118,    2,  153,   13,    0,   24
  380,20181025,   70,  117,  101,   24,  126,   12,    2,    5
  380,20181026,  100,   89,   52,   24,  111,   13,    5,   23
  380,20181027,   70,   59,   33,    6,   95,   14,   40,    6
  380,20181028,  140,   42,   17,    6,   71,   13,   34,    0
  380,20181029,  120,   46,   33,    5,   62,   11,    0,   13
  380,20181030,  170,   57,   32,   14,   85,   20,    0,   79
  380,20181031,  120,   76,   32,    6,  105,   22,    0,    0
  380,20181101,   90,   97,   73,    3,  122,   11,    0,   38
  380,20181102,  110,   73,   13,   24,  117,   13,   67,    0
  380,20181103,   60,   41,   -5,    5,  102,   14,   77,    0
  380,20181104,   70,   66,    0,    5,  146,   15,   83,    0
  380,20181105,   90,   89,   34,    6,  142,   13,   81,    0
  380,20181106,   90,  133,   90,    6,  179,   11,   53,    0
  380,20181107,  110,  116,   96,    6,  137,   14,   12,   18
  380,20181108,   90,   97,   61,   24,  134,   13,   73,    0
  380,20181109,   90,  105,   49,    1,  145,   12,   34,    6
  380,20181110,  150,  128,  118,    1,  145,    5,    3,   24
  380,20181111,  140,  118,  105,   23,  135,   12,   16,   34
  380,20181112,   80,  104,   87,   20,  119,   11,    3,   47
  380,20181113,  140,  100,   74,   24,  131,   13,   48,    0
  380,20181114,  100,   79,   28,   24,  133,   14,   80,    0
  380,20181115,   70,   59,    4,   23,  131,   14,   80,    0
  380,20181116,   70,   40,  -12,    8,  102,   15,   77,    0
  380,20181117,  100,   41,   13,    4,   94,   14,   77,    0
  380,20181118,   90,   18,  -14,    6,   64,   14,   65,    0
  380,20181119,  160,   33,   -9,    3,   66,   13,   21,    0
  380,20181120,  140,   28,   -4,   24,   45,   13,    0,    0
  380,20181121,   80,   29,    0,   24,   59,   12,   22,    3
  380,20181122,   50,   15,  -18,    6,   58,   15,   67,    0
  380,20181123,   70,   40,  -21,    3,  102,   13,   59,    0
  380,20181124,   50,   34,   15,    4,   54,   16,    0,  109
  380,20181125,   70,   34,   28,    9,   39,   11,    0,    9
  380,20181126,   70,   46,   32,   24,   56,   13,    0,   50
  380,20181127,   90,   31,   18,    4,   45,   14,    3,    8
  380,20181128,  120,   72,   29,    1,  104,   24,    0,   22
  380,20181129,  130,  106,   97,   10,  116,   12,    0,   16
  380,20181130,  100,   95,   62,   24,  115,   12,   25,    0
  380,20181201,  150,   78,   44,    5,  103,   24,   10,   25
  380,20181202,  130,  121,   91,    3,  141,   12,    0,   65
  380,20181203,  110,  121,   93,   24,  135,   11,   12,   14
  380,20181204,   80,   57,   11,   24,   93,    1,   34,   19
  380,20181205,   80,   70,   13,    1,  100,   24,    9,    3
  380,20181206,  120,  113,   90,    2,  124,   15,    3,   30
  380,20181207,  190,   96,   59,   23,  125,   13,    2,  109
  380,20181208,  190,   84,   59,    2,  104,   21,    0,   41
  380,20181209,  150,   74,   51,   11,   93,    1,    5,   52
  380,20181210,  110,   43,   25,   24,   73,   14,   27,   12
  380,20181211,   60,   39,   12,   24,   64,   13,   14,    8
  380,20181212,   60,    6,  -23,    5,   38,   13,    6,    0
  380,20181213,  100,   -1,  -20,   24,   24,   12,   70,    0
  380,20181214,   70,    1,  -31,    1,   16,   14,   14,    0
  380,20181215,  110,   -3,  -22,   19,    9,   24,   12,    6
  380,20181216,   80,   21,  -10,    1,   45,   14,   10,   28
  380,20181217,  100,   59,   40,    1,   83,   13,   12,   13
  380,20181218,  110,   59,   32,   20,   84,   12,   64,    0
  380,20181219,  110,   78,   61,   22,  100,   13,   15,    3
  380,20181220,  120,   74,   61,    6,   83,   12,    0,   33
  380,20181221,  200,  107,   78,    5,  140,   13,    0,   54
  380,20181222,  140,   93,   72,   18,  111,   14,    8,   27
  380,20181223,  110,   84,   59,   24,  113,   20,    0,  119
  380,20181224,   80,   42,   -5,   22,   71,   13,   30,   13
  380,20181225,   80,    8,  -24,   22,   43,   14,   49,    0
  380,20181226,   60,    0,  -28,    6,   35,   13,   68,    0
  380,20181227,   60,   19,  -16,    7,   56,   12,   35,    0
  380,20181228,   70,    8,  -28,    8,   35,   13,   67,    0
  380,20181229,  110,   46,   17,    4,   79,   24,    0,   31
  380,20181230,   70,   69,   45,    9,   79,   23,    4,   58
  380,20181231,   60,   83,   74,   19,   91,   13,    0,   44
