# SOURCE: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
#
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
#
# YYYYMMDD = Date (YYYY=year MM=month DD=day);
# FXX      = Strongest wind gust (in 0.1 m/s);
# TG       = Average temperature (in 0.1 degrees Celsius);
# TN       = Minimum temperature (in 0.1 degrees Celsius);
# TNH      = Hour in which TN is measured;
# TX       = Maximum temperature (in 0.1 degrees Celsius);
# TXH      = Hour in which TX is measured;
# SQ       = Duration of Sunshine (in 0.1 hours);
# DR       = Duration of precipitation (in 0.1 hours);
#
# STN,YYYYMMDD,  FXX,   TG,   TN,  TNH,   TX,  TXH,   SQ,   DR
#
  344,20180227,   90,  -31,  -64,    7,    6,   14,   92,    0
  344,20180228,  150,  -59,  -80,   20,  -33,   13,   68,    0
  344,20180301,  190,  -41,  -78,    2,    4,   15,   45,    0
  344,20180302,  170,  -35,  -66,    6,   -4,   15,   13,   20
  344,20180303,  110,  -14,  -36,    1,   13,   16,   24,   28
  344,20180304,  150,   49,  -12,    1,  106,   14,   39,   42
  344,20180305,  110,   67,   32,    6,  114,   13,   91,    0
  344,20180306,   70,   60,   12,    6,  109,   15,   26,    0
  344,20180307,   80,   57,    7,    5,   97,   11,   20,   11
  344,20180308,  200,   52,   25,    4,   89,   14,   33,   31
  344,20180309,   90,   68,   26,    6,   99,   15,   33,   49
  344,20180310,  110,  115,   78,    1,  144,   13,   18,   53
  344,20180311,   80,   99,   65,    3,  135,   15,   27,   37
  344,20180312,  110,   99,   57,    7,  133,   11,   25,   29
  344,20180313,  130,   55,   19,   24,   78,    1,    7,   58
  344,20180314,  120,   69,    3,    4,  125,   15,   96,    0
  344,20180315,  150,   72,   44,    4,  103,   14,   19,   97
  344,20180316,  140,   48,    1,   24,   70,    1,    0,   54
  344,20180317,  180,  -13,  -22,   10,    1,    1,    0,    8
  344,20180318,  160,   -7,  -25,    5,   19,   15,   63,    0
  344,20180319,  130,   -3,  -39,    6,   44,   15,  110,    0
  344,20180320,  130,   39,  -22,    1,   81,   12,   99,    2
  344,20180321,   90,   33,  -26,    4,   81,   14,   80,    0
  344,20180322,  110,   63,   45,    4,  100,   13,   14,   60
  344,20180323,  130,   62,   50,    6,   72,   15,    5,    0
  344,20180324,   80,   68,   20,   24,  105,   14,   39,    0
  344,20180325,   80,   56,    3,    2,  122,   13,   35,    0
  344,20180326,   90,   50,   -2,    3,  114,   13,   80,    0
  344,20180327,  100,   59,   -2,    4,   88,   11,    9,   62
  344,20180328,  100,   57,   33,   18,   76,    9,    0,  100
  344,20180329,  100,   71,   29,    5,  105,   13,   66,   20
  344,20180330,  140,   89,   63,    2,  132,   13,   18,   28
  344,20180331,   90,   73,   38,    5,  113,   13,   13,    0
  344,20180401,  100,   52,   10,   23,   71,   12,    1,   39
  344,20180402,  100,   85,   38,    1,  133,   17,   15,   78
  344,20180403,  140,  121,   89,   22,  169,   14,   40,   46
  344,20180404,  160,  106,   80,    5,  147,   13,   28,    9
  344,20180405,  150,   63,   23,   22,  100,    1,   58,    6
  344,20180406,  130,   99,   32,    3,  149,   14,  119,    0
  344,20180407,  130,  142,   72,    5,  208,   14,   93,    0
  344,20180408,   80,  132,   81,    5,  206,   13,   64,    0
  344,20180409,   80,  116,   86,    5,  156,   13,   10,   19
  344,20180410,  150,  144,   79,    3,  188,   15,   55,   27
  344,20180411,   60,  130,  104,    4,  158,   17,   22,    0
  344,20180412,   80,  105,   74,   23,  132,   18,   14,   14
  344,20180413,   80,  100,   56,    3,  134,   10,   29,    0
  344,20180414,   60,  113,   70,    2,  160,   15,   49,   23
  344,20180415,  110,  135,  100,    2,  172,   12,   30,   39
  344,20180416,  100,  109,   74,   22,  145,   14,   96,    4
  344,20180417,  120,  140,   76,    2,  194,   15,  115,    0
  344,20180418,   70,  173,  108,    2,  239,   14,  126,    0
  344,20180419,   80,  194,  129,    5,  275,   16,  126,    0
  344,20180420,   70,  168,   95,   24,  244,   12,  124,    0
  344,20180421,   70,  148,   72,    5,  215,   16,  128,    0
  344,20180422,  140,  175,  111,    5,  252,   13,  101,    0
  344,20180423,  120,  120,   98,   24,  149,   14,   92,    0
  344,20180424,  160,  127,   99,    1,  146,   14,    3,    3
  344,20180425,  190,  112,   93,   24,  141,   14,   61,   18
  344,20180426,  150,  102,   79,    3,  130,   14,   85,    8
  344,20180427,   90,  110,   66,    5,  149,   16,   23,    3
  344,20180428,  120,  110,   53,   24,  137,   13,    9,   10
  344,20180429,  130,   97,   55,    1,  121,   12,    0,   88
  344,20180430,  170,   89,   59,   24,  111,   11,    0,  171
  344,20180501,  180,   86,   58,    1,  126,   16,   86,   65
  344,20180502,  160,  113,   64,    1,  167,   15,   99,   13
  344,20180503,   70,  100,   44,   24,  145,   15,  136,    0
  344,20180504,  120,  117,   25,    5,  180,   15,  133,    0
  344,20180505,   90,  147,   61,    5,  213,   14,  138,    0
  344,20180506,   80,  176,   77,    3,  249,   16,  140,    0
  344,20180507,   70,  184,  107,    4,  251,   15,  142,    0
  344,20180508,   70,  193,  108,    1,  272,   15,  142,    0
  344,20180509,   70,  155,  104,   24,  210,   14,  128,    0
  344,20180510,  120,  116,   49,   24,  164,   13,   62,    0
  344,20180511,   80,  135,   29,    4,  189,   16,  110,    0
  344,20180512,   80,  183,  108,    5,  230,   14,   53,    0
  344,20180513,   90,  132,  110,   24,  173,    1,   14,    0
  344,20180514,   80,  149,  104,    4,  219,   15,   98,    0
  344,20180515,   90,  177,   97,    5,  242,   15,  143,    0
  344,20180516,  150,  135,   91,   24,  196,   12,   77,    0
  344,20180517,  120,  103,   60,   24,  136,   13,  116,    0
  344,20180518,   80,  101,   56,    4,  134,   16,   25,    0
  344,20180519,   60,  105,   71,   24,  131,   15,    8,    0
  344,20180520,   90,  148,   45,    2,  224,   15,  117,    0
  344,20180521,  100,  189,   96,    3,  260,   15,  111,    0
  344,20180522,   80,  186,  143,    4,  241,   14,   29,   33
  344,20180523,   90,  185,  136,    1,  239,   15,   28,   26
  344,20180524,   80,  176,  133,    4,  207,   18,   25,   27
  344,20180525,   60,  186,  140,   22,  237,   11,   95,    0
  344,20180526,   80,  225,  147,    1,  287,   14,  129,    0
  344,20180527,   90,  212,  163,    2,  262,   11,   49,    0
  344,20180528,   70,  234,  152,    4,  294,   14,  122,    0
  344,20180529,  210,  220,  166,   24,  298,   14,   74,   24
  344,20180530,   90,  201,  165,   24,  273,   14,   78,    4
  344,20180531,  150,  195,  149,   24,  242,   17,   83,   14
  344,20180601,   70,  159,  137,    3,  205,    9,   12,   79
  344,20180602,   80,  161,  134,   22,  187,   12,   11,   15
  344,20180603,   60,  180,  120,    3,  235,   13,  119,    0
  344,20180604,   80,  173,  142,    1,  220,   13,   67,    0
  344,20180605,   80,  155,  121,   24,  189,   15,   73,    0
  344,20180606,   80,  187,  110,    3,  264,   16,  153,    0
  344,20180607,   90,  191,  135,    5,  275,   14,   89,    0
  344,20180608,   70,  179,  154,    4,  235,   15,   17,   16
  344,20180609,   80,  187,  149,   24,  233,   11,   82,    0
  344,20180610,   90,  175,  127,   24,  218,   11,  101,    0
  344,20180611,  100,  175,  114,    2,  231,   15,  130,    0
  344,20180612,   90,  148,  127,   20,  164,   17,   27,    0
  344,20180613,   90,  153,  116,   23,  183,   15,   89,    0
  344,20180614,  150,  164,  132,    1,  203,    9,   33,   14
  344,20180615,   60,  181,  130,    2,  234,   14,   73,    0
  344,20180616,  120,  166,  143,    4,  200,   15,   48,    0
  344,20180617,  120,  161,  142,   24,  188,   16,   37,    4
  344,20180618,  130,  169,  149,    2,  192,   16,   36,    7
  344,20180619,   80,  183,  146,   23,  214,   16,    6,    0
  344,20180620,  110,  185,  151,    4,  242,   15,   74,    0
  344,20180621,  150,  139,  112,   21,  165,    1,   71,    0
  344,20180622,  150,  125,   73,   24,  162,   13,   14,    0
  344,20180623,   80,  145,   70,    2,  195,   15,  104,    0
  344,20180624,   90,  149,   92,    3,  186,   14,   57,    0
  344,20180625,   80,  160,  113,   24,  208,   13,   96,    0
  344,20180626,   90,  161,   82,    3,  218,   14,  155,    0
  344,20180627,   90,  178,  108,    4,  238,   16,  137,    0
  344,20180628,  100,  212,  137,    4,  275,   14,  153,    0
  344,20180629,  100,  190,  136,   24,  256,   14,  155,    0
  344,20180630,  100,  215,  129,    3,  288,   15,  153,    0
  344,20180701,  130,  215,  157,   24,  272,   15,  153,    0
  344,20180702,  130,  208,  117,    4,  274,   15,  153,    0
  344,20180703,   90,  199,  127,    4,  264,   15,  151,    0
  344,20180704,   80,  188,  135,   24,  254,   13,  130,    0
  344,20180705,   70,  179,  119,    4,  228,   12,  139,    0
  344,20180706,   70,  196,  132,    2,  260,   14,   99,    0
  344,20180707,   60,  193,  118,    4,  254,   16,  115,    0
  344,20180708,  100,  187,  125,   24,  245,   13,  129,    0
  344,20180709,  100,  175,  116,    3,  230,   13,   51,    0
  344,20180710,  120,  156,  128,    3,  189,   16,   27,    2
  344,20180711,  100,  172,   94,    4,  225,   13,   98,    0
  344,20180712,   80,  176,  128,   24,  224,   13,  106,    0
  344,20180713,   80,  185,  137,   24,  240,   13,  124,    0
  344,20180714,   70,  188,  112,    4,  250,   14,  149,    0
  344,20180715,   70,  214,  128,    4,  285,   16,  142,    0
  344,20180716,  140,  234,  148,    4,  299,   13,  124,    3
  344,20180717,  110,  194,  138,   24,  239,   11,  130,    0
  344,20180718,   90,  192,  138,    2,  240,   12,   90,    0
  344,20180719,   70,  190,  113,    2,  253,   12,  113,    0
  344,20180720,   80,  193,  108,    5,  252,   14,  117,    0
  344,20180721,   90,  200,  134,   24,  257,   14,  130,    0
  344,20180722,   90,  205,  132,    5,  268,   12,  101,    0
  344,20180723,   60,  228,  150,    5,  291,   15,  145,    0
  344,20180724,   70,  242,  169,    3,  305,   11,  117,    0
  344,20180725,   70,  243,  176,    4,  307,   15,   81,    0
  344,20180726,  210,  267,  196,    5,  361,   14,  108,   16
  344,20180727,  120,  285,  203,   24,  361,   15,   81,    0
  344,20180728,  160,  206,  168,   23,  260,   11,   92,   13
  344,20180729,  160,  219,  172,    1,  262,   11,   39,    0
  344,20180730,  120,  232,  172,   24,  295,   13,   58,    0
  344,20180731,  140,  203,  133,   24,  264,   10,  102,    0
  344,20180801,   70,  198,  123,    5,  259,   14,  110,    0
  344,20180802,   70,  218,  151,    5,  278,   14,  132,    0
  344,20180803,   70,  232,  142,    4,  310,   13,  140,    0
  344,20180804,  100,  214,  164,    4,  277,   11,  110,    0
  344,20180805,   80,  206,  152,    5,  263,   14,  138,    0
  344,20180806,   60,  228,  147,    4,  308,   14,  137,    0
  344,20180807,  120,  257,  152,    3,  344,   15,   91,   13
  344,20180808,  150,  197,  139,   24,  229,   16,   51,    7
  344,20180809,  170,  174,  134,    1,  218,   11,    8,   62
  344,20180810,  180,  166,  114,    3,  221,   15,   74,   47
  344,20180811,  100,  158,  106,    4,  206,   15,  112,    0
  344,20180812,  120,  213,  133,    1,  275,   14,   29,    0
  344,20180813,  110,  191,  169,    3,  237,   12,   28,    6
  344,20180814,   90,  191,  168,   23,  225,   11,   60,    4
  344,20180815,  110,  195,  171,   23,  218,   12,   11,    0
  344,20180816,  130,  186,  160,   21,  228,   15,   44,   22
  344,20180817,   80,  178,  136,    5,  225,   12,  120,    4
  344,20180818,  100,  186,  149,    5,  217,   15,   31,    0
  344,20180819,  130,  195,  171,    5,  235,   14,    8,    0
  344,20180820,   70,  201,  165,   23,  243,   15,   53,    0
  344,20180821,   70,  201,  138,    5,  253,   13,   51,    0
  344,20180822,   90,  194,  158,   24,  244,   12,   82,    0
  344,20180823,  130,  186,  139,   23,  230,   16,    3,   10
  344,20180824,  130,  158,  104,   22,  192,   13,   82,   31
  344,20180825,  140,  130,   79,   24,  174,   16,   71,   53
  344,20180826,  160,  146,   80,    1,  194,   12,   50,   23
  344,20180827,  130,  175,  148,    1,  192,    8,   11,    4
  344,20180828,  110,  171,  104,   24,  219,   10,   26,    0
  344,20180829,  100,  148,   94,    5,  192,   14,    7,   43
  344,20180830,   90,  149,   94,   24,  194,   13,   95,    0
  344,20180831,   60,  139,   80,    1,  199,   14,   84,    0
  344,20180901,   60,  140,   63,    5,  207,   16,   80,    0
  344,20180902,   70,  156,   70,    5,  229,   14,  108,    0
  344,20180903,   70,  179,  118,    4,  225,   13,   11,   20
  344,20180904,   50,  197,  176,    1,  230,   15,   32,    0
  344,20180905,   80,  183,  161,   21,  226,   15,   41,   42
  344,20180906,   80,  164,  121,   21,  192,   11,   19,   35
  344,20180907,  130,  151,  136,   24,  167,   15,   99,   20
  344,20180908,  110,  151,   98,    4,  179,   12,   27,    0
  344,20180909,  120,  184,  151,    5,  232,   16,   36,    0
  344,20180910,  110,  174,  149,    6,  202,   14,   35,    0
  344,20180911,  180,  186,  154,    2,  222,   12,   38,    0
  344,20180912,   90,  154,  132,   24,  185,    5,    1,   13
  344,20180913,   60,  136,   82,   23,  191,   14,  103,    0
  344,20180914,  120,  144,   74,    4,  188,   11,   80,    0
  344,20180915,   90,  156,  119,   23,  194,   13,   94,    0
  344,20180916,  110,  161,  113,   23,  218,   13,   60,    0
  344,20180917,  100,  173,  114,    1,  236,   15,  108,    0
  344,20180918,  160,  191,  147,   24,  236,   14,  105,    0
  344,20180919,  150,  190,  148,    5,  228,   13,   63,    0
  344,20180920,  130,  198,  166,    6,  230,   14,   44,    0
  344,20180921,  220,  157,   98,   17,  202,    1,   72,   19
  344,20180922,  170,  123,  104,   12,  161,   11,    6,   75
  344,20180923,  110,  101,   73,   21,  112,   10,    3,  103
  344,20180924,  130,  103,   49,   24,  156,   13,   72,    7
  344,20180925,   50,  109,   38,    3,  168,   14,   89,    0
  344,20180926,  100,  129,   64,    2,  184,   14,   96,    0
  344,20180927,   90,  145,   95,    5,  208,   13,  105,    0
  344,20180928,  100,  125,   45,   24,  159,   12,   53,    0
  344,20180929,   70,   90,   30,    3,  156,   14,  101,    0
  344,20180930,   80,  108,   23,    4,  172,   13,   81,    7
  344,20181001,  160,  103,   76,   19,  137,   12,   62,   34
  344,20181002,  140,  126,   90,    1,  172,   14,   37,   79
  344,20181003,   80,  136,  105,   18,  162,   11,   84,    0
  344,20181004,  110,  149,  110,   24,  189,   12,   24,    0
  344,20181005,   90,  138,   86,    5,  207,   15,   94,    0
  344,20181006,  120,  142,   78,    5,  204,   13,   70,   19
  344,20181007,  120,  103,   49,   24,  149,   14,   71,    0
  344,20181008,   80,  113,   49,    1,  168,   12,   76,    0
  344,20181009,   80,  129,   78,   24,  183,   14,   90,    0
  344,20181010,  110,  151,   63,    4,  229,   15,   93,    0
  344,20181011,  140,  189,  142,    3,  236,   15,   56,   13
  344,20181012,  130,  185,  142,    6,  223,   14,   67,    0
  344,20181013,  110,  207,  165,    6,  258,   14,   75,    0
  344,20181014,  130,  185,  125,   24,  235,   13,   80,    0
  344,20181015,  120,  165,  113,   24,  234,   13,   59,    0
  344,20181016,   80,  163,   98,    1,  238,   14,   76,    0
  344,20181017,   60,  137,   84,   24,  189,   12,   65,    0
  344,20181018,   90,  124,   69,   24,  171,   13,   76,    4
  344,20181019,   60,   94,   30,   24,  155,   14,   92,    0
  344,20181020,   50,   97,   34,    2,  161,   13,   48,    0
  344,20181021,   70,  128,   95,   22,  161,   12,   35,    0
  344,20181022,  100,  111,   38,   23,  149,   13,   61,    8
  344,20181023,  130,  133,   53,    1,  152,   19,    6,    0
  344,20181024,  130,  143,  130,   20,  158,   14,   18,   18
  344,20181025,   70,  122,  110,    2,  135,    1,    0,   16
  344,20181026,  160,  100,   58,   20,  129,   13,   11,   35
  344,20181027,   90,   70,   38,   22,  104,   15,   43,   47
  344,20181028,  120,   43,   16,    7,   78,   13,   85,    0
  344,20181029,  110,   44,   16,    1,   58,   12,    0,    0
  344,20181030,  180,   60,   38,   16,  102,   22,    0,  164
  344,20181031,  110,   86,   51,    8,  119,   14,   53,   21
  344,20181101,  120,  106,   87,    4,  129,   13,    9,   31
  344,20181102,  100,   73,   22,   23,  111,   11,   80,   27
  344,20181103,   80,   61,   24,    1,  102,   13,   51,    0
  344,20181104,   60,   68,   14,    2,  114,   14,   72,    0
  344,20181105,   70,   85,   46,   24,  126,   14,   45,    0
  344,20181106,   90,  136,   59,    2,  193,   14,   52,    0
  344,20181107,  120,  113,  100,   24,  133,    1,    3,   15
  344,20181108,  110,   95,   49,   18,  130,   13,   82,    0
  344,20181109,  110,   96,   65,    3,  120,   15,   27,    0
  344,20181110,  140,  115,   96,   22,  132,   11,    6,   66
  344,20181111,  130,  114,   94,   24,  135,   14,    6,    6
  344,20181112,  100,  105,   94,    1,  120,   13,    4,   70
  344,20181113,  160,  105,   87,   24,  131,   14,   56,    1
  344,20181114,   90,   89,   21,   24,  128,   14,   76,    0
  344,20181115,   70,   79,   20,   24,  133,   13,   74,    0
  344,20181116,   60,   26,  -18,    6,   56,   15,    0,    0
  344,20181117,  100,   40,    4,    1,   85,   14,   75,    0
  344,20181118,   90,   25,  -24,    7,   80,   14,   70,    0
  344,20181119,  140,   46,   17,    2,   73,   12,   13,    0
  344,20181120,  150,   34,   23,    4,   43,   12,    0,    3
  344,20181121,   90,   34,   14,    7,   50,   15,    3,    4
  344,20181122,   70,   32,  -13,   24,   47,   13,    0,    0
  344,20181123,   60,   34,  -14,    2,   78,   14,   22,    0
  344,20181124,   80,   25,    3,    3,   36,   12,    0,    0
  344,20181125,   80,   34,   20,    8,   46,   24,    0,    0
  344,20181126,   80,   50,   36,   24,   65,   14,    0,    9
  344,20181127,  110,   38,   22,    2,   50,   24,    0,    0
  344,20181128,  120,   75,   47,    1,  106,   23,    0,  101
  344,20181129,  140,  108,  101,   11,  121,   17,    2,   88
  344,20181130,  150,   95,   70,   24,  113,   12,   44,    0
  344,20181201,  140,   80,   57,    2,  102,   24,   10,   89
  344,20181202,  150,  123,  101,    1,  134,   11,    0,   68
  344,20181203,  150,  114,   68,   24,  135,   12,   17,   12
  344,20181204,   90,   54,   19,   23,   96,   12,   35,    8
  344,20181205,  100,   72,   29,    3,   97,   23,    0,   38
  344,20181206,  150,  115,   97,    1,  125,   19,    0,   56
  344,20181207,  160,  103,   76,   19,  119,    1,    0,   83
  344,20181208,  210,   99,   78,    1,  114,   21,   11,   45
  344,20181209,  200,   86,   59,   20,  106,   13,   19,   39
  344,20181210,  170,   61,   32,   23,   87,   11,   22,   21
  344,20181211,   70,   50,   -6,   24,   90,   14,   57,    0
  344,20181212,   80,   15,  -34,    5,   56,   14,   63,    0
  344,20181213,  100,    6,  -22,    5,   31,   14,   66,    0
  344,20181214,   70,    2,  -38,    4,   22,   14,   57,    0
  344,20181215,  160,    6,   -6,   23,   15,    1,   19,   23
  344,20181216,  110,   27,   -4,    1,   46,   17,    0,   18
  344,20181217,  110,   64,   34,    1,   92,   13,   23,   42
  344,20181218,  150,   74,   56,    1,   90,   13,   16,    0
  344,20181219,  120,   76,   59,    2,   99,   14,   17,   34
  344,20181220,  150,   78,   68,    1,   89,   20,    2,   21
  344,20181221,  210,  102,   76,    2,  123,   11,    0,   89
  344,20181222,  160,   98,   73,   24,  108,   12,   22,   16
  344,20181223,  100,   73,   58,   23,   85,   12,    0,  121
  344,20181224,  100,   64,   35,    3,  100,   13,   25,    0
  344,20181225,   80,   54,   37,   18,   78,   13,   39,    0
  344,20181226,   80,   44,   16,   22,   55,   14,    0,    0
  344,20181227,   70,   17,  -14,   23,   60,   13,    9,    0
  344,20181228,   70,   33,  -28,    1,   63,   24,    0,    0
  344,20181229,  140,   86,   63,    1,  111,   18,    0,    0
  344,20181230,  120,   86,   50,    8,   97,   13,    0,   22
  344,20181231,   90,   91,   79,   21,  104,   14,   19,    0
  370,20180101,  190,   65,   45,   24,   88,    1,   22,   87
  370,20180102,  130,   65,   40,    1,   91,   24,    0,   83
  370,20180103,  220,   89,   67,   19,  118,    4,    4,   72
  370,20180104,  210,   84,   58,    5,  117,   17,    2,   16
  370,20180105,  170,   72,   34,   23,   94,   14,    7,   25
  370,20180106,  100,   40,    3,    8,   58,   19,    0,   13
  370,20180107,  130,   22,   10,   18,   40,    1,   44,    0
  370,20180108,  120,   27,   14,    1,   47,   15,    0,    0
  370,20180109,   90,   41,   17,    7,   65,   23,    0,    0
  370,20180110,   80,   73,   61,    1,   85,   13,    0,   45
  370,20180111,   40,   65,   42,    8,   85,   13,    0,    0
  370,20180112,   40,   54,   49,    6,   57,   15,    0,    0
  370,20180113,   80,   50,   37,   20,   69,   12,    3,    0
  370,20180114,   90,   35,    6,   24,   60,   14,   70,    0
  370,20180115,  180,   53,    4,    2,   77,   21,    0,   91
  370,20180116,  150,   48,   17,   19,   68,    8,   10,   32
  370,20180117,  150,   37,   12,    6,   58,   15,   19,   29
  370,20180118,  310,   50,    4,   19,  109,    8,    1,   64
  370,20180119,  100,   30,    3,   21,   62,   14,   51,   35
  370,20180120,   70,   21,    5,    7,   34,   13,    0,   68
  370,20180121,   80,   24,  -15,    8,   59,   13,   45,   30
  370,20180122,   80,   67,   17,    1,   90,   13,    0,   27
  370,20180123,  140,   88,   63,    4,  117,   24,   12,    0
  370,20180124,  180,  121,   79,   24,  140,   13,    2,   15
  370,20180125,   80,   75,   60,   24,   91,   14,    0,   16
  370,20180126,   60,   48,    3,   24,   76,   14,   14,    0
  370,20180127,  130,   51,   11,    3,   74,   14,   35,   23
  370,20180128,  130,   96,   56,    1,  123,   15,   13,   13
  370,20180129,  150,   91,   27,   24,  109,   12,    0,   27
  370,20180130,   70,   34,   -5,    5,   75,   15,   54,    0
  370,20180131,  160,   67,   14,   23,   98,    5,    0,  128
  370,20180201,  110,   26,    8,    5,   62,   15,   23,   26
  370,20180202,  120,   38,    7,   24,   58,   16,   24,   62
  370,20180203,  120,   20,  -15,    1,   46,   13,   21,   10
  370,20180204,  110,    7,   -5,    4,   24,   12,   15,    7
  370,20180205,  110,    6,  -21,    4,   39,   14,   85,    0
  370,20180206,   70,  -17,  -49,    4,   11,   15,   35,    0
  370,20180207,   70,  -29,  -63,   24,   20,   14,   83,    0
  370,20180208,   50,  -21,  -78,    4,   40,   15,   44,    0
  370,20180209,  100,   -2,  -31,    1,   28,   14,   32,   24
  370,20180210,  120,   31,   12,   23,   69,   14,   38,   21
  370,20180211,  150,   37,    8,   21,   72,   13,   35,   57
  370,20180212,  110,   21,   -9,   20,   66,   15,   80,    0
  370,20180213,  120,   17,  -13,    5,   67,   13,   89,    0
  370,20180214,  100,   19,  -31,    8,   64,   15,   88,    0
  370,20180215,  130,   40,   -3,   23,   94,   16,    3,   80
  370,20180216,   80,   21,  -26,   24,   85,   14,   91,    0
  370,20180217,   60,   11,  -45,   24,   69,   15,   39,    0
  370,20180218,   50,    9,  -42,    1,   74,   16,   91,    0
  370,20180219,   50,   15,  -29,    3,   43,   16,   11,    0
  370,20180220,   60,    8,  -41,    4,   49,   15,   22,    0
  370,20180221,   90,   -1,  -54,    6,   51,   15,   93,    0
  370,20180222,  120,    6,  -26,    7,   52,   15,   93,    0
  370,20180223,  130,   -3,  -43,    5,   37,   14,   93,    0
  370,20180224,  150,   -3,  -36,    6,   40,   13,   88,    0
  370,20180225,  120,  -20,  -44,    7,   14,   14,   97,    0
  370,20180226,  130,  -40,  -70,   21,    3,   13,   53,    0
  370,20180227,  120,  -43, -101,    7,    2,   14,   94,    0
  370,20180228,  150,  -55,  -73,   23,  -26,   13,   97,    0
  370,20180301,  180,  -36,  -72,    1,    6,   14,   40,    0
  370,20180302,  150,  -32,  -64,    7,    2,   15,    0,   48
  370,20180303,   90,   -7,  -31,    7,   16,   17,   25,   23
  370,20180304,  120,   55,    3,    4,  114,   14,   33,   25
  370,20180305,   90,   77,   26,    7,  120,   13,   71,    0
  370,20180306,   80,   55,  -13,   23,  110,   17,   21,    0
  370,20180307,  100,   53,    5,    5,   93,   14,    3,   47
  370,20180308,  130,   46,   14,    6,   82,   16,   27,   43
  370,20180309,   70,   65,   12,    6,  107,   14,   27,   46
  370,20180310,  100,  115,   70,   24,  159,   14,    7,   25
  370,20180311,  110,  115,   65,    1,  161,   16,   33,   17
  370,20180312,  120,  104,   74,    7,  145,   11,   37,   30
  370,20180313,  120,   60,   45,   22,   89,    1,    3,  114
  370,20180314,   90,   68,    2,    4,  122,   14,   94,    0
  370,20180315,  110,   75,   49,    6,  110,   14,   17,   75
  370,20180316,  110,   50,    5,   24,   75,   10,    0,   37
  370,20180317,  160,  -19,  -29,    8,    5,    1,    0,   67
  370,20180318,  150,  -13,  -25,    7,    4,   16,   25,    0
  370,20180319,  120,   -5,  -41,   24,   41,   16,  101,    0
  370,20180320,  140,   32,  -44,    1,   95,   14,   93,    7
  370,20180321,   70,   29,  -27,    1,   81,   15,   32,    0
  370,20180322,  100,   59,   34,    1,   90,   14,    3,   47
  370,20180323,  110,   61,   48,    6,   79,   13,    1,    0
  370,20180324,   70,   70,   11,   24,  132,   15,   62,    0
  370,20180325,   80,   65,  -21,    6,  139,   13,   70,    0
  370,20180326,   80,   49,   -2,   23,  123,   15,   58,    0
  370,20180327,   90,   57,   -4,    1,  103,   11,   17,   73
  370,20180328,  120,   63,   36,   20,   87,   11,    0,   71
  370,20180329,  100,   72,   28,    5,  116,   14,   68,    0
  370,20180330,  110,   90,   47,    5,  147,   15,   75,   43
  370,20180331,  110,   73,   23,    6,  131,   13,   50,    6
  370,20180401,   80,   50,   -1,   22,   89,   11,    6,   45
  370,20180402,  110,   88,   15,    2,  140,   16,    4,   35
  370,20180403,  160,  130,   94,    3,  176,   13,   52,    8
  370,20180404,  130,  103,   71,    3,  145,   14,   17,   24
  370,20180405,  150,   64,    5,   22,  101,    2,   44,   38
  370,20180406,  120,   98,    6,    1,  160,   15,  116,    0
  370,20180407,  110,  149,   84,    4,  233,   16,  107,    0
  370,20180408,   60,  161,   64,    6,  249,   15,   72,    0
  370,20180409,  100,  144,  102,    5,  184,   16,    9,    0
  370,20180410,  100,  147,  113,    6,  197,   14,   24,   33
  370,20180411,   60,  113,   74,   24,  132,   17,    6,    3
  370,20180412,   90,  108,   40,   24,  157,   16,   17,    0
  370,20180413,   60,  103,   35,    3,  157,   15,    9,    0
  370,20180414,  120,  126,   56,    6,  178,   14,   61,   27
  370,20180415,   80,  144,  108,   24,  187,   15,   48,   15
  370,20180416,   70,  119,   50,   24,  166,   15,   73,    0
  370,20180417,   90,  137,   39,    2,  222,   16,  121,    0
  370,20180418,   70,  180,   62,    5,  256,   16,  125,    0
  370,20180419,  100,  214,  142,    1,  291,   15,  130,    0
  370,20180420,  130,  199,  113,    4,  283,   14,  128,    0
  370,20180421,   80,  163,   83,    5,  236,   16,  119,    0
  370,20180422,  130,  192,  120,    1,  278,   15,  113,    4
  370,20180423,  120,  135,   85,   21,  177,   13,   88,    0
  370,20180424,  100,  126,   82,    3,  163,   16,   19,    0
  370,20180425,  130,  123,   89,   22,  152,   13,   28,    7
  370,20180426,  130,  103,   44,   24,  156,   14,   71,    3
  370,20180427,   80,  119,   31,    4,  181,   16,   41,    0
  370,20180428,  110,  128,   67,   24,  173,   15,    8,    0
  370,20180429,  110,  105,   36,    4,  154,   16,    2,   78
  370,20180430,  170,   96,   53,   20,  148,   13,   10,  121
  370,20180501,  170,   93,   52,    2,  142,   15,   94,   47
  370,20180502,  140,  122,   39,    5,  180,   15,  116,    0
  370,20180503,  100,  109,   40,   24,  164,   13,  124,    0
  370,20180504,   80,  121,   23,    4,  193,   16,  138,    0
  370,20180505,  110,  159,   76,    4,  228,   16,  138,    0
